model,layer_number,normalized_depth,top10_prevalence,median_target_rank,raw_dropout_pct,masked_dropout_pct,dropout_reduction_pct,raw_persistent_depth,masked_persistent_depth
Pythia-6.9B,10,0.3125,0.3769889840881273,18.0,0.2839657282741738,0.2802937576499388,0.0036719706242350214,0.614565404475043,0.6176850258175559
Pythia-6.9B,11,0.34375,0.43451652386780903,19.0,0.2839657282741738,0.2827417380660955,0.0012239902080783405,0.614565404475043,0.6165017211703959
Pythia-6.9B,12,0.375,0.4614443084455324,21.0,0.2839657282741738,0.2802937576499388,0.0036719706242350214,0.614565404475043,0.6150494836488812
Pythia-6.9B,13,0.40625,0.4479804161566707,26.0,0.2839657282741738,0.2802937576499388,0.0036719706242350214,0.614565404475043,0.6145116179001722
Pythia-6.9B,14,0.4375,0.4320685434516524,26.0,0.2839657282741738,0.2778457772337821,0.006119951040391702,0.614565404475043,0.6138123924268503
Pythia-6.9B,15,0.46875,0.40514075887392903,31.0,0.2839657282741738,0.2766217870257038,0.007343941248470043,0.614565404475043,0.6140813253012049
Pythia-6.9B,16,0.5,0.3733170134638923,43.0,0.2839657282741738,0.2778457772337821,0.006119951040391702,0.614565404475043,0.6142426850258176
Pythia-6.9B,17,0.53125,0.4112607099143207,28.0,0.2839657282741738,0.28151774785801714,0.002447980416156681,0.614565404475043,0.6153184165232358
Pythia-6.9B,18,0.5625,0.4173806609547124,33.0,0.2839657282741738,0.2827417380660955,0.0012239902080783405,0.614565404475043,0.6154797762478486
Pythia-6.9B,19,0.59375,0.42962056303549573,33.0,0.2839657282741738,0.2827417380660955,0.0012239902080783405,0.614565404475043,0.6148881239242685
Pythia-6.9B,20,0.625,0.4320685434516524,26.0,0.2839657282741738,0.2802937576499388,0.0036719706242350214,0.614565404475043,0.6141351118760757
